Epoch,EpRet/Mean,EpRet/Std,EpRet/Min,EpRet/Max,EpLen/Mean,EpLen/Min,EpLen/Max,Values/V/Mean,Values/V/Min,Values/V/Max,Values/Adv/Mean,Values/Adv/Min,Values/Adv/Max,Loss/Pi,Loss/Value,Loss/DeltaPi,Loss/DeltaValue,Entropy,KL,Misc/StopIter,Misc/Seed,PolicyRatio,LR,Misc/RewScaleMean,Misc/RewScaleStddev,Misc/ExplorationNoiseStd,TotalEnvSteps,Time,FPS
135,-53.202057,23.584866,-158.914,-20.470652,463.10938,5.0,500.0,-0.14068505,-2.0254421,-0.040016495,-0.0011274692,-1.5629058,0.3285861,0.0011274692,0.0016069522,-0.00063013146,-0.0002238034,-0.32591826,0.0016871649,80.0,37656,0.99997044,9.899999999999998e-05,-50.010223388671875,54.67776870727539,0.17466999390929466,4320000,315,13843
136,-55.38681,34.596313,-268.24594,-22.83903,473.65625,8.0,500.0,-0.15730749,-2.1910048,-0.0641887,0.0011450846,-1.38793,0.4910225,-0.0011450839,0.0018208321,-0.0008275257,-0.00078758836,-0.34030533,0.0018038168,80.0,37656,1.0009563,9.749999999999998e-05,-49.69597625732422,54.72677230834961,0.17217500544275122,4352000,317,13395
137,-53.51003,22.578133,-104.105736,-25.02478,432.13846,9.0,500.0,-0.13609421,-1.3879039,-0.043820694,-0.00080906163,-1.5539212,0.30762246,0.0008090612,0.002586402,-0.0007767719,-0.000562289,-0.35490248,0.0017405195,80.0,37656,1.0004077,9.599999999999998e-05,-49.37771224975586,54.78046798706055,0.16967999071520917,4384000,320,13823
138,-53.224762,21.034636,-111.68752,-25.729141,469.5,10.0,500.0,-0.1557031,-1.3492084,0.013495937,0.0029540425,-1.3179519,0.45910498,-0.0029540418,0.0018820867,-0.0007944498,-0.00060288305,-0.36971575,0.0016920819,80.0,37656,1.0026298,9.449999999999998e-05,-49.06820297241211,54.82372283935547,0.1671849946303627,4416000,322,13448
139,-47.584953,14.809043,-102.638306,-24.106369,484.73438,11.0,500.0,-0.15325439,-1.275304,-0.040469,0.005129737,-1.2428834,0.4418286,-0.005129737,0.001119083,-0.0005850133,-0.00043377903,-0.38475177,0.0016041049,80.0,37656,1.0045441,9.300000000000001e-05,-48.75804138183594,54.86946105957031,0.16469000754331473,4448000,324,14100
140,-56.132774,28.336452,-159.34447,-16.620789,452.95386,8.0,500.0,-0.16551194,-2.0711281,-0.052274227,0.001697721,-1.7170999,0.43485186,-0.0016977215,0.0029296938,-0.00092720013,-0.00043554464,-0.40001756,0.0018249978,80.0,37656,1.0013235,9.15e-05,-48.46115493774414,54.90260314941406,0.16219499130996928,4480000,327,13961
141,-46.929047,17.139006,-103.94293,-21.871912,484.67188,8.0,500.0,-0.15373495,-1.232459,-0.047055885,0.0054484643,-1.4589002,0.46603775,-0.0054484643,0.0011640643,-0.00058422366,-0.00030885127,-0.41551974,0.0014824832,80.0,37656,1.003022,9e-05,-48.159053802490234,54.94184112548828,0.1596999986960824,4512000,329,13934
142,-61.874493,42.703476,-299.42224,-21.391726,424.68182,8.0,500.0,-0.16489108,-2.1060677,-0.051074393,-0.0015885213,-1.6674707,0.3777322,0.0015885222,0.0039324975,-0.0011770861,-0.001223136,-0.43126607,0.002175827,80.0,37656,0.9998996,8.850000000000001e-05,-47.87352752685547,54.96683120727539,0.1572050009266209,4544000,331,14141
143,-49.694893,22.278631,-148.29396,-19.74351,488.42188,12.0,500.0,-0.14783219,-1.3986181,-0.023260258,0.0028864513,-1.7075063,0.45701325,-0.0028864518,0.0020792794,-0.0007683541,-0.0005442876,-0.4472642,0.0016227494,80.0,37656,1.0017707,8.7e-05,-47.583282470703125,54.99444580078125,0.15471000788755682,4576000,333,13927
144,-56.150066,27.191818,-145.12508,-27.505875,431.32812,9.0,500.0,-0.14709207,-1.4145178,-0.02865462,0.00052893197,-1.5511277,0.6249444,-0.0005289331,0.003171119,-0.001030373,-0.0008680241,-0.4635229,0.001671058,80.0,37656,1.0008409,8.55e-05,-47.296669006347656,55.020263671875,0.15221499611002984,4608000,336,14108
145,-51.10351,24.598654,-133.1979,-22.710121,462.57812,8.0,500.0,-0.15568012,-2.0335703,-0.06066256,0.0051838043,-1.3463278,0.4460057,-0.005183805,0.0018493746,-0.0008146203,-0.00079634273,-0.48005003,0.0015603432,80.0,37656,1.0037662,8.4e-05,-47.012149810791016,55.045127868652344,0.14972000446448497,4640000,338,13858
146,-47.914803,13.162441,-83.647095,-22.6144,500.0,500.0,500.0,-0.15020819,-1.3719052,-0.030036531,0.0058838604,-0.2918596,0.678443,-0.0058838604,0.0009515955,-0.0006054905,-0.00057615846,-0.49685475,0.0015451593,80.0,37656,1.0036016,8.25e-05,-46.73171615600586,55.06450653076172,0.14722499270890507,4672000,340,14049
147,-49.154057,27.141281,-215.54614,-21.286404,472.47693,9.0,500.0,-0.1436098,-1.6758349,-0.026262484,0.0021760145,-1.4692025,0.34150586,-0.0021760142,0.0012912534,-0.0005351977,-0.0004533869,-0.5139466,0.0013945935,80.0,37656,1.0017847,8.1e-05,-46.454811096191406,55.08384704589844,0.1447300075462838,4704000,343,14055
148,-47.660416,32.624687,-279.13422,-15.719102,487.57812,10.0,500.0,-0.14113775,-2.0839245,-0.016885042,0.002741924,-1.4953847,0.42427275,-0.0027419247,0.0010423139,-0.0005976149,-0.00041734288,-0.53133637,0.0016345326,80.0,37656,1.003041,7.95e-05,-46.181976318359375,55.100807189941406,0.1422349934292496,4736000,345,13994
149,-54.283085,26.2081,-160.49892,-19.963877,435.25757,9.0,500.0,-0.14251944,-1.5007902,-0.06512559,0.00029344743,-1.7020696,0.47370312,-0.0002934475,0.003316971,-0.00096667674,-0.00077836803,-0.54903316,0.0019354646,80.0,37656,1.0007825,7.8e-05,-45.91457748413086,55.11197280883789,0.13974000605204304,4768000,347,13620
150,-52.421345,23.314701,-173.99367,-24.810844,479.09232,11.0,500.0,-0.13947946,-1.5381669,-0.03740128,0.00082478824,-1.3678473,0.7250843,-0.000824788,0.0015614412,-0.00073448423,-0.00063318014,-0.5670491,0.0018368664,80.0,37656,1.000116,7.649999999999999e-05,-45.6522102355957,55.11741256713867,0.13724499531439174,4800000,350,14004
151,-51.27127,26.690048,-180.9373,-19.230356,464.26562,8.0,500.0,-0.13579485,-1.9120982,-0.053540334,-0.00015613432,-1.3040543,0.34541216,0.00015613466,0.0013162207,-0.00065714016,-0.0004731119,-0.58539546,0.0016796952,80.0,37656,1.0002195,7.5e-05,-45.39131546020508,55.1240348815918,0.1347500129713216,4832000,352,13603
152,-51.969795,21.936249,-103.65222,-30.164408,447.1846,8.0,500.0,-0.12833548,-1.2200509,-0.036431774,-0.0003608812,-1.5809795,0.62316346,0.00036088185,0.0022435936,-0.000779476,-0.0005215192,-0.6040849,0.0016726339,80.0,37656,1.000661,7.35e-05,-45.131961822509766,55.12875747680664,0.13225500460868164,4864000,354,14048
153,-49.05853,23.139015,-125.87709,-22.531878,471.96875,9.0,500.0,-0.12761153,-1.897223,-0.035694867,2.158916e-05,-1.7415075,0.5212652,-2.1589105e-05,0.0021186029,-0.00078400417,-0.0006002332,-0.6231303,0.0019540128,80.0,37656,1.0005882,7.199999999999999e-05,-44.877201080322266,55.13050842285156,0.12975999594514834,4896000,357,14164
154,-51.431343,24.196012,-120.68038,-17.849443,470.42188,10.0,500.0,-0.13218361,-1.3477942,-0.035688736,0.0010613442,-1.3946943,0.386618,-0.0010613438,0.0015869462,-0.00081612245,-0.00064014725,-0.64254534,0.0017033978,80.0,37656,1.0005913,7.049999999999999e-05,-44.625892639160156,55.129581451416016,0.12726498629231173,4928000,359,14000
155,-50.302082,21.895992,-138.2407,-22.196993,464.10938,11.0,500.0,-0.13175656,-3.2556622,-0.027785093,0.0007304485,-1.7241428,1.423187,-0.00073044957,0.003177587,-0.001033443,-0.000978636,-0.6623448,0.0019123578,80.0,37656,1.0018353,6.899999999999998e-05,-44.37765121459961,55.12698745727539,0.12476998822693401,4960000,361,13774
156,-51.46543,39.634556,-314.53403,-17.072239,466.66153,9.0,500.0,-0.13954794,-3.2941206,-0.04623875,0.0011184161,-1.6406305,1.2413003,-0.0011184146,0.0028102791,-0.000954741,-0.0011989311,-0.682544,0.0017850886,80.0,37656,1.0017166,6.749999999999999e-05,-44.13338088989258,55.123512268066406,0.12227500523101206,4992000,363,13907
157,-51.044525,20.856651,-137.04106,-24.141598,470.54688,8.0,500.0,-0.13278522,-0.9491833,-0.052798018,0.00075519393,-1.5765502,0.30000895,-0.0007551942,0.0019087576,-0.0007424583,-0.00064229616,-0.7031599,0.0018048082,80.0,37656,1.0008552,6.599999999999999e-05,-43.89111328125,55.116329193115234,0.11978001272704332,5024000,366,13801
158,-50.10717,27.592606,-178.12697,-19.174362,465.23438,10.0,500.0,-0.12977298,-1.7893419,-0.051346302,-0.00032537247,-1.6347816,0.3793164,0.00032537157,0.002280648,-0.0007901925,-0.000695356,-0.7242099,0.0018488158,80.0,37656,0.9990238,6.449999999999998e-05,-43.652503967285156,55.10791015625,0.11728499841622314,5056000,368,13986
159,-48.176857,23.397089,-130.63835,-16.348183,456.5625,9.0,500.0,-0.11808099,-1.1911277,-0.032660216,-0.00068800006,-1.6628988,0.65902114,0.0006880022,0.0028207828,-0.0009045108,-0.0008490563,-0.74571234,0.0017488394,80.0,37656,0.999616,6.299999999999999e-05,-43.41376495361328,55.100975036621094,0.11478999883505472,5088000,370,14085
160,-52.86766,35.51563,-216.93253,-20.73944,461.82812,10.0,500.0,-0.12691434,-1.6661745,-0.0029840171,-0.0015385364,-1.7456458,0.3882917,0.0015385346,0.0022901976,-0.0009171689,-0.0007301138,-0.76768744,0.002328879,80.0,37656,0.99912524,6.149999999999998e-05,-43.18446350097656,55.087379455566406,0.11229499824117255,5120000,373,13650
161,-51.597237,29.58405,-200.42912,-21.966131,457.8154,10.0,500.0,-0.12643866,-1.8033386,-0.0021428913,-0.0002593002,-1.1770983,0.3891163,0.00025929997,0.0013936968,-0.0007064725,-0.00061523984,-0.7901563,0.0016791006,80.0,37656,1.0007769,5.999999999999998e-05,-42.954891204833984,55.073768615722656,0.1097999985840832,5152000,375,14204
162,-47.568016,19.80121,-110.37438,-22.949116,462.14062,7.0,500.0,-0.1167063,-1.4562358,-0.024385154,0.00042941107,-1.6354518,0.8046502,-0.00042941055,0.002646204,-0.0008567986,-0.0012135457,-0.81314164,0.0016225511,80.0,37656,1.0009221,5.849999999999998e-05,-42.723602294921875,55.06184768676758,0.10730500529562245,5184000,377,13861
163,-48.37385,24.064363,-151.59526,-21.909798,472.5077,10.0,500.0,-0.12268959,-1.9121783,-0.024796225,-0.0005422403,-1.2274926,0.52429503,0.00054223964,0.0014831538,-0.0007385281,-0.0006395628,-0.8366679,0.0019068619,80.0,37656,0.9996529,5.6999999999999976e-05,-42.49811935424805,55.04579544067383,0.10480999133546844,5216000,380,14046
164,-49.353928,23.032747,-147.2611,-15.805205,471.09375,9.0,500.0,-0.12277068,-1.0995326,-0.030869476,-0.0021123097,-1.561184,0.4167248,0.0021123083,0.0018501685,-0.0007133061,-0.00066671363,-0.8607607,0.0017181082,80.0,37656,0.99858224,5.5500000000000014e-05,-42.276702880859375,55.025909423828125,0.10231498997971962,5248000,382,13684
165,-55.480534,32.447277,-172.0326,-23.971254,435.14062,9.0,500.0,-0.12828436,-2.0627413,-0.039548926,-0.0023131866,-1.719732,0.3935567,0.0023131862,0.0027277756,-0.0009551685,-0.0007828608,-0.8854483,0.0019641845,80.0,37656,0.9979192,5.400000000000001e-05,-42.06019592285156,55.00413513183594,0.09982000990089675,5280000,384,14041
166,-57.30609,40.959118,-330.30072,-19.212156,474.84616,9.0,500.0,-0.15264271,-2.250207,-0.00971216,0.0014004698,-1.1180663,0.41023314,-0.0014004697,0.0016543615,-0.00093098177,-0.0009135391,-0.9107608,0.00186436,80.0,37656,1.0015607,5.250000000000001e-05,-41.85144805908203,54.97605514526367,0.09732501047293067,5312000,387,13938
167,-49.30649,23.703844,-120.435905,-23.744375,447.73846,10.0,500.0,-0.12082739,-1.301857,-0.02981282,-0.0012713843,-1.4603875,0.33942598,0.0012713836,0.002659704,-0.0008475655,-0.0011258502,-0.93673134,0.0015990657,80.0,37656,1.0007071,5.1000000000000006e-05,-41.635276794433594,54.95480728149414,0.09482999674191603,5344000,389,13991
168,-54.52246,28.590294,-146.98705,-22.453842,454.1077,10.0,500.0,-0.13405347,-2.1560833,-0.025036313,-0.0010330777,-1.6755714,0.61106986,0.0010330788,0.003986457,-0.0012974355,-0.0009480594,-0.96339345,0.0022982084,80.0,37656,1.0014611,4.9500000000000004e-05,-41.42873764038086,54.92641067504883,0.0923349930306644,5376000,391,14116
169,-49.91642,25.943617,-131.11818,-19.123077,458.375,10.0,500.0,-0.11860234,-1.7935902,0.031042531,-0.0010505511,-1.74122,0.5666193,0.0010505528,0.0029996955,-0.0010763141,-0.0007201545,-0.99078655,0.0018506648,80.0,37656,1.0000483,4.800000000000001e-05,-41.21916198730469,54.90223693847656,0.08984000159569713,5408000,393,13696
170,-52.096153,33.80482,-248.22232,-24.67624,461.89395,9.0,500.0,-0.1302124,-2.517512,0.01328592,-0.0022590403,-1.6641701,0.6740626,0.0022590396,0.0023502186,-0.0009383408,-0.0006730223,-1.0189512,0.0020598087,80.0,37656,0.9972734,4.6500000000000005e-05,-41.01622772216797,54.87311935424805,0.08734499205743058,5440000,396,14106
171,-49.99011,24.025381,-145.06639,-23.221409,451.64615,9.0,500.0,-0.116783686,-1.3695574,-0.0028168708,-0.0028389273,-1.6844358,0.5064219,0.0028389299,0.0036015636,-0.00095461303,-0.00064324617,-1.0479318,0.0020116789,80.0,37656,0.99855304,4.5e-05,-40.810951232910156,54.845924377441406,0.08484999825035386,5472000,398,13669
172,-48.434547,24.384333,-144.18735,-16.403547,462.04688,8.0,500.0,-0.1207662,-1.3512166,0.040363535,-0.00035739804,-1.4506878,0.37863606,0.0003573967,0.0018318772,-0.0008569827,-0.00072207407,-1.0777777,0.0017688212,80.0,37656,0.9998658,4.35e-05,-40.60715103149414,54.81795120239258,0.08235500702126171,5504000,400,14017
173,-49.501392,25.937685,-155.21915,-20.949915,464.375,10.0,500.0,-0.125769,-2.0288534,-0.026960216,0.00063863193,-1.4420398,0.5771946,-0.0006386309,0.00207215,-0.0009182642,-0.0011216562,-1.1085415,0.001955255,80.0,37656,1.0004293,4.2e-05,-40.40648651123047,54.789249420166016,0.07986000414631658,5536000,403,13666
174,-50.02981,23.09816,-117.08332,-12.497486,448.65152,9.0,500.0,-0.124707304,-0.85902864,-0.0032978952,-0.00087639183,-1.5468714,0.4053639,0.00087639166,0.0030973968,-0.00090466335,-0.000981335,-1.1402824,0.0015495203,80.0,37656,1.0000324,4.05e-05,-40.20768737792969,54.75880432128906,0.0773650004779195,5568000,405,14030
175,-50.472668,39.601215,-318.3341,-22.259687,467.72308,9.0,500.0,-0.13841833,-1.9023046,-0.035370775,0.0004908905,-1.3059211,0.5313064,-0.00049089256,0.0016331162,-0.0008339812,-0.00069685566,-1.1730634,0.0018733293,80.0,37656,0.9997185,3.9e-05,-40.01433563232422,54.72698974609375,0.07487000657070499,5600000,407,13899
176,-52.0723,39.0393,-313.85156,-21.399286,460.3231,9.0,500.0,-0.14342287,-1.9040725,-0.032347098,0.0010858228,-1.5483553,0.46539924,-0.0010858241,0.0022972906,-0.0009425832,-0.0006698818,-1.2069559,0.0020512585,80.0,37656,1.0008171,3.75e-05,-39.82368087768555,54.693119049072266,0.07237500253303586,5632000,410,13950
177,-52.906322,23.623137,-149.33058,-24.385853,457.86365,9.0,500.0,-0.14466235,-2.0610304,-0.028062522,0.0017351246,-1.5348644,0.66591334,-0.0017351252,0.002984124,-0.0010732205,-0.0010198735,-1.2420369,0.0019810866,80.0,37656,1.0008485,3.5999999999999994e-05,-39.634498596191406,54.65724182128906,0.0698800069223068,5664000,412,12496
178,-49.54831,19.849115,-120.034775,-25.7776,485.64062,8.0,500.0,-0.13704962,-1.6430047,0.0059547573,0.0026570053,-1.0020894,0.5029183,-0.0026570044,0.0011574775,-0.00069065444,-0.00061058166,-1.2783946,0.0015801208,80.0,37656,1.0037777,3.449999999999999e-05,-39.44657516479492,54.61991882324219,0.0673849985661623,5696000,415,14056
179,-57.196304,33.07767,-161.56937,-20.571426,432.5303,8.0,500.0,-0.14554414,-1.5265515,-0.015115157,-0.0018085535,-1.6892529,0.5215877,0.0018085557,0.004162565,-0.0013546256,-0.0016821974,-1.3161231,0.0025256386,80.0,37656,0.99723613,3.2999999999999996e-05,-39.265899658203125,54.580535888671875,0.06489000680314891,5728000,417,13666
180,-53.265285,26.648321,-146.4808,-25.56242,443.41537,8.0,500.0,-0.12780699,-2.6136591,-0.004341334,-0.0013476026,-1.630879,0.7100331,0.0013476049,0.0029327874,-0.0011013087,-0.0012675254,-1.3553315,0.0020453401,80.0,37656,0.9991028,3.149999999999999e-05,-39.082862854003906,54.54301071166992,0.0623950048258851,5760000,419,12807
181,-49.595066,23.677763,-137.37465,-26.26769,479.23438,9.0,500.0,-0.13264666,-2.6851406,-0.033830196,0.00231894,-1.6813827,0.83465683,-0.0023189418,0.0027505462,-0.0010859419,-0.0013539973,-1.3961405,0.0017656749,80.0,37656,1.0008985,2.999999999999999e-05,-38.900726318359375,54.504669189453125,0.05990000230669938,5792000,422,11852
182,-52.64023,28.503347,-163.94678,-22.637117,449.47693,9.0,500.0,-0.12755117,-1.6651136,-0.025618196,-0.00095667853,-1.4751911,0.868063,0.0009566826,0.0026485142,-0.0009906322,-0.001337156,-1.4386853,0.0018000731,80.0,37656,0.99913484,2.8499999999999988e-05,-38.72114562988281,54.46576690673828,0.05740500320893171,5824000,425,12828
183,-51.86046,30.72828,-186.64722,-21.469406,437.75385,9.0,500.0,-0.11745626,-1.7106708,-0.0049055815,-0.0028577624,-1.7229415,0.6026546,0.0028577666,0.0032642523,-0.0010708049,-0.0011360359,-1.4831212,0.002081119,80.0,37656,0.9987264,2.699999999999999e-05,-38.54349136352539,54.42739486694336,0.0549100002316689,5856000,428,11050
184,-50.357758,21.751104,-129.21494,-22.078735,479.51562,10.0,500.0,-0.12293079,-1.8296887,0.019762844,-0.00023935479,-1.613409,0.5747209,0.00023935479,0.001892733,-0.0008322185,-0.00047286745,-1.5296239,0.0016266882,80.0,37656,1.0011375,2.5499999999999986e-05,-38.36793518066406,54.38576126098633,0.052415004477597046,5888000,430,12965
185,-50.345848,32.79646,-192.99767,-16.472946,472.78125,9.0,500.0,-0.12958337,-1.5936409,-0.012934238,-0.000665396,-1.6721059,0.5281451,0.00066539465,0.002354879,-0.0009137483,-0.0009058376,-1.5783952,0.0018191654,80.0,37656,0.9990132,2.3999999999999987e-05,-38.19468688964844,54.344669342041016,0.049920001413217084,5920000,432,13818
186,-55.66359,45.663193,-278.1121,-17.326628,456.89062,10.0,500.0,-0.13703579,-2.2110803,-0.021576151,-0.0035081673,-1.5981836,0.35494784,0.0035081652,0.003150451,-0.0011054752,-0.0015201622,-1.6296672,0.0021146908,80.0,37656,0.99717057,2.2499999999999984e-05,-38.028419494628906,54.30183410644531,0.047425003921827656,5952000,435,14101
187,-50.398235,21.220457,-126.22116,-19.72816,478.0625,11.0,500.0,-0.13329513,-1.4954015,0.044589147,4.0559396e-05,-1.3249506,0.3767907,-4.0563114e-05,0.0016865652,-0.00082742074,-0.0009266965,-1.6837107,0.0015940769,80.0,37656,1.0020432,2.0999999999999982e-05,-37.858760833740234,54.25748825073242,0.044930004744515896,5984000,437,13276
188,-51.641052,23.322472,-128.79018,-21.393997,470.6875,9.0,500.0,-0.13297886,-1.1459554,0.0057814866,-0.0003185123,-1.692878,0.6351598,0.00031851372,0.002024964,-0.0007714175,-0.00055835355,-1.7408429,0.0016399163,80.0,37656,0.9998658,1.9499999999999983e-05,-37.691253662109375,54.212284088134766,0.04243500386787682,6016000,440,12908
189,-51.65911,23.844646,-151.62706,-21.902689,463.17188,9.0,500.0,-0.12554267,-1.868188,0.0505722,-3.8885206e-05,-1.471541,0.77520555,3.8888247e-05,0.0024176012,-0.00090485014,-0.0010804393,-1.8014392,0.0016537728,80.0,37656,1.0017276,1.8000000000000014e-05,-37.523780822753906,54.168701171875,0.03993999930547052,6048000,442,13530
190,-48.586823,20.455095,-103.66065,-17.394669,477.07812,10.0,500.0,-0.12186896,-1.6270198,-0.0039378405,-0.0007739531,-1.5046972,0.45702094,0.0007739542,0.001360483,-0.00061692455,-0.00060248864,-1.8659436,0.0014546141,80.0,37656,0.9992561,1.6500000000000015e-05,-37.35752487182617,54.124210357666016,0.037445000773118436,6080000,444,12518
191,-56.49077,36.522003,-260.92807,-20.834549,453.13846,9.0,500.0,-0.13073282,-1.4784552,-0.0068031996,-0.0024269996,-1.737123,0.48053443,0.0024269987,0.0035000755,-0.0011317795,-0.0011941781,-1.9348983,0.0023440602,80.0,37656,0.99880946,1.5000000000000012e-05,-37.19773483276367,54.077598571777344,0.03495000123989559,6112000,448,10294
192,-44.74635,17.963036,-103.26217,-21.95054,492.34375,10.0,500.0,-0.11783548,-1.2419572,-0.019767538,0.0011472049,-1.4502267,0.60858583,-0.0011472049,0.0009894703,-0.00055755617,-0.0004886007,-2.0089626,0.0014334945,80.0,37656,1.0014876,1.3500000000000011e-05,-37.03267288208008,54.03417205810547,0.03245499913437623,6144000,450,13655
193,-51.24459,27.231562,-148.39342,-23.589764,455.69232,9.0,500.0,-0.1190846,-2.0566232,-0.01968491,-0.0041613495,-1.7611196,0.45198232,0.00416135,0.003926372,-0.00103844,-0.00111401,-2.088953,0.0023486824,80.0,37656,0.99927825,1.2000000000000009e-05,-36.874149322509766,53.98755645751953,0.029959999656289846,6176000,452,13089
194,-47.358078,25.602682,-161.4463,-20.318838,466.87692,8.0,500.0,-0.113513775,-1.26402,0.07212877,-0.002475169,-1.7065835,0.6670209,0.0024751679,0.0027661482,-0.000919453,-0.0010864276,-2.1759036,0.0017333396,80.0,37656,0.9990619,1.0500000000000008e-05,-36.714698791503906,53.94249725341797,0.027464997292526574,6208000,455,14187
195,-44.26279,22.964966,-175.26662,-21.652874,488.125,106.0,500.0,-0.11247158,-1.3854247,0.035659477,-0.0013593389,-1.6127865,0.39569572,0.0013593409,0.001408324,-0.0006455913,-0.00034959937,-2.2711408,0.0018215274,80.0,37656,0.9981344,9.000000000000007e-06,-36.55521011352539,53.89833450317383,0.024970000220420632,6240000,457,13777
196,-53.971806,25.672411,-130.347,-23.022963,442.0909,9.0,500.0,-0.12282605,-1.2774292,0.03711246,-0.004152794,-1.617957,0.6242493,0.0041527967,0.0033486688,-0.0009078978,-0.0014222835,-2.3764133,0.0016872964,80.0,37656,0.9980745,7.500000000000006e-06,-36.401206970214844,53.8497428894043,0.022474998986969356,6272000,459,14194
197,-53.918293,27.883385,-156.47108,-17.773983,450.1077,8.0,500.0,-0.13104592,-1.7944598,0.05374916,-0.001470721,-1.5735339,0.62636966,0.001470719,0.002993871,-0.0010744007,-0.0013314857,-2.494085,0.0017987447,80.0,37656,1.0012934,6.000000000000004e-06,-36.249420166015625,53.800628662109375,0.019980000677910507,6304000,462,14116
198,-51.554096,25.07208,-171.39757,-16.770378,479.09375,11.0,500.0,-0.13756564,-2.1391819,-0.022481427,-3.6790966e-06,-1.2657597,0.3551966,3.670517e-06,0.0013127964,-0.0006809198,-0.00072942657,-2.6274736,0.0014579927,80.0,37656,0.9995263,4.5000000000000035e-06,-36.0994987487793,53.749855041503906,0.017484998554819577,6336000,464,13221
199,-56.97358,33.365093,-200.17648,-17.464388,450.66666,7.0,500.0,-0.14175974,-1.3750248,-0.0075261295,-0.0017635338,-1.4473972,0.5695993,0.0017635332,0.0027773008,-0.0009789624,-0.0011701012,-2.7814333,0.0015431258,80.0,37656,0.9997254,3.000000000000002e-06,-35.952880859375,53.698524475097656,0.01499000336704062,6368000,466,14149
200,-55.97232,29.893549,-149.894,-23.632553,470.84375,9.0,500.0,-0.14001022,-1.4241298,0.1418476,-0.0003008893,-1.7423534,0.79200804,0.00030086067,0.0035973089,-0.00094929046,-0.00079960644,-2.9634883,0.0016181741,80.0,37656,1.0008299,1.500000000000001e-06,-35.80903244018555,53.64508056640625,0.012494999699572818,6400000,468,14110
